a, r, p, (r*a)%p, add ,sub, shift, even, neg, loop, fbr, sbr, tbr
110 115 139 1 10 17 25 10 0 15 5 5 5
111 134 139 1 4 12 11 4 0 7 3 1 3
112 36 139 1 8 26 30 12 0 19 6 6 7
113 16 139 1 5 18 20 8 0 13 4 4 5
114 50 139 1 10 21 30 12 0 18 6 6 6
115 110 139 1 6 21 21 8 0 13 5 3 5
116 6 139 1 5 16 15 6 0 10 3 3 4
117 120 139 1 8 18 21 8 0 13 5 3 5
118 86 139 1 10 27 28 11 0 18 5 6 7
119 132 139 1 5 15 13 5 0 9 3 2 4
120 117 139 1 8 22 25 10 0 16 5 5 6
121 54 139 1 9 32 28 11 0 19 5 6 8
122 49 139 1 11 30 30 12 0 20 6 6 8
123 26 139 1 10 25 23 9 0 16 4 5 7
124 37 139 1 9 27 30 12 0 19 6 6 7
125 129 139 1 6 17 20 8 0 12 4 4 4
126 32 139 1 10 18 25 10 0 16 5 5 6
127 81 139 1 11 26 30 12 0 19 6 6 7
128 101 139 1 13 23 30 12 0 18 6 6 6
129 125 139 1 9 15 20 8 0 12 4 4 4
130 108 139 1 8 22 25 10 0 15 5 5 5
131 52 139 1 9 20 30 12 0 17 6 6 5
132 119 139 1 10 25 25 10 0 16 5 5 6
133 23 139 1 10 17 23 9 0 13 5 4 4
134 111 139 1 10 16 25 10 0 14 5 5 4
135 104 139 1 9 15 28 11 0 15 6 5 4
136 46 139 1 13 23 30 12 0 18 6 6 6
137 69 139 1 6 14 26 10 0 13 6 4 3
138 138 139 1 0 4 0 0 0 1 0 0 1
2 75 149 1 2 14 28 11 0 14 5 6 3
3 50 149 1 4 13 28 11 0 14 5 6 3
4 112 149 1 2 13 25 10 0 13 5 5 3
5 30 149 1 4 9 23 9 0 11 4 5 2
6 25 149 1 4 13 25 10 0 13 5 5 3
7 64 149 1 8 26 30 12 0 20 6 6 8
8 56 149 1 5 16 28 11 0 15 5 6 4
9 116 149 1 2 11 23 9 0 11 5 4 2
10 15 149 1 4 9 20 8 0 10 4 4 2
11 122 149 1 6 11 23 9 0 12 5 4 3
12 87 149 1 5 17 28 11 0 15 5 6 4
13 23 149 1 6 10 23 9 0 12 5 4 3
14 32 149 1 10 20 25 10 0 17 5 5 7
15 10 149 1 4 13 18 7 0 10 3 4 3
16 28 149 1 5 16 25 10 0 14 5 5 4
17 114 149 1 8 16 23 9 0 13 5 4 4
18 58 149 1 6 14 28 11 0 14 5 6 3
19 102 149 1 5 13 28 11 0 14 6 5 3
20 82 149 1 7 18 30 12 0 16 6 6 4
21 71 149 1 5 17 28 11 0 15 6 5 4
22 61 149 1 10 16 28 11 0 15 5 6 4
23 13 149 1 4 13 18 7 0 10 4 3 3
24 118 149 1 5 16 25 10 0 14 5 5 4
25 6 149 1 4 7 13 5 0 7 2 3 2
26 533 149 1 9 22 30 12 0 17 6 6 5
27 138 149 1 6 15 18 7 0 11 4 3 4
28 16 149 1 6 20 20 8 0 14 4 4 6
29 36 149 1 7 26 25 10 0 17 5 5 7
30 5 149 1 4 13 15 6 0 9 3 3 3
31 125 149 1 9 18 25 10 0 15 5 5 5
32 14 149 1 5 12 18 7 0 10 3 4 3
33 140 149 1 2 9 13 5 0 7 3 2 2
34 57 149 1 9 25 28 11 0 17 5 6 6
35 132 149 1 2 10 16 6 0 8 4 2 2
36 29 149 1 6 14 25 10 0 13 5 5 3
37 145 149 1 0 6 6 2 0 3 0 2 1
38 51 149 1 9 15 30 12 0 16 6 6 4
39 107 149 1 9 17 28 11 0 16 5 6 5
40 41 149 1 9 21 30 12 0 17 6 6 5
41 40 149 1 14 23 30 12 0 19 6 6 7
42 110 149 1 12 17 30 12 0 17 6 6 5
43 52 149 1 7 13 24 9 0 12 3 6 3
44 105 149 1 11 28 30 12 0 19 6 6 7
45 53 149 1 12 24 26 10 0 16 6 4 6
46 81 149 1 9 23 30 12 0 17 6 6 5
47 130 149 1 8 19 23 9 0 14 5 4 5
48 59 149 1 9 19 28 11 0 16 5 6 5
49 73 149 1 7 17 24 9 0 13 6 3 4
50 3 149 1 4 7 10 4 0 6 2 2 2
51 38 149 1 13 21 30 12 0 18 6 6 6
52 43 149 1 11 20 30 12 0 18 6 6 6
53 45 149 1 10 18 26 10 0 15 6 4 5
54 69 149 1 13 20 28 11 0 17 5 6 6
55 84 149 1 14 27 28 11 0 19 6 5 8
56 8 149 1 8 14 15 6 0 11 3 3 5
57 34 149 1 11 24 25 10 0 17 5 5 7
58 18 149 1 11 18 20 8 0 14 4 4 6
59 48 149 1 12 16 28 11 0 16 5 6 5
60 77 149 1 8 27 28 11 0 17 5 6 6
61 22 149 1 6 15 21 8 0 12 3 5 4
62 137 149 1 5 17 18 7 0 11 3 4 4
63 123 149 1 8 22 25 10 0 16 5 5 6
64 7 149 1 5 12 15 6 0 9 3 3 3
65 94 149 1 8 18 26 10 0 14 6 4 4
66 70 149 1 8 13 24 9 0 12 3 6 3
67 129 149 1 7 16 23 9 0 13 4 5 4
68 103 149 1 12 27 30 12 0 19 6 6 7
69 54 149 1 8 16 26 10 0 14 4 6 4
70 66 149 1 8 13 26 10 0 13 4 6 3
71 21 149 1 6 19 23 9 0 13 5 4 4
72 89 149 1 8 17 28 11 0 15 5 6 4
73 49 149 1 5 13 24 9 0 12 6 3 3
74 147 149 1 0 5 3 1 0 2 0 1 1
75 2 149 1 0 4 3 1 0 2 0 1 1
76 100 149 1 10 19 30 12 0 17 6 6 5
77 60 149 1 8 13 28 11 0 14 5 6 3
78 128 149 1 9 16 25 10 0 15 5 5 5
79 83 149 1 14 20 30 12 0 18 6 6 6
80 95 149 1 10 24 30 12 0 18 6 6 6
81 46 149 1 10 14 26 10 0 14 4 6 4
82 20 149 1 11 25 25 10 0 17 5 5 7
83 79 149 1 17 23 30 12 0 19 6 6 7
84 55 149 1 14 20 30 12 0 18 6 6 6
85 142 149 1 4 7 11 4 0 6 3 1 2
86 26 149 1 7 13 21 8 0 11 3 5 3
87 12 149 1 6 11 18 7 0 10 3 4 3
88 127 149 1 9 24 25 10 0 16 5 5 6
89 72 149 1 8 24 30 12 0 18 6 6 6
90 101 149 1 16 26 30 12 0 19 6 6 7
91 131 149 1 12 18 20 8 0 14 4 4 6
92 115 149 1 8 19 23 9 0 14 4 5 5
93 141 149 1 7 11 13 5 0 8 2 3 3
94 65 149 1 16 21 30 12 0 19 6 6 7
95 80 149 1 15 19 28 11 0 17 6 5 6
96 104 149 1 14 19 30 12 0 17 6 6 5
97 106 149 1 14 20 28 11 0 16 6 5 5
98 111 149 1 18 24 30 12 0 19 6 6 7
99 146 149 1 4 7 8 3 0 5 2 1 2
100 5589 149 1 11 24 30 12 0 17 6 6 5
101 90 149 1 10 22 28 11 0 16 6 5 5
102 19 149 1 10 24 25 10 0 16 5 5 6
103 68 149 1 11 25 30 12 0 18 6 6 6
104 96 149 1 10 19 30 12 0 17 6 6 5
105 44 149 1 9 27 30 12 0 19 6 6 7
106 97 149 1 11 28 30 12 0 19 6 6 7
107 39 149 1 12 26 28 11 0 18 6 5 7
108 109 149 1 15 28 30 12 0 20 6 6 8
109 108 149 1 12 28 28 11 0 19 6 5 8
110 42 149 1 12 36 30 12 0 21 6 6 9
111 98 149 1 8 23 26 10 0 16 6 4 6
112 4 149 1 4 14 10 4 0 8 2 2 4
113 120 149 1 7 17 19 7 0 12 5 2 5
114 17 149 1 10 20 20 8 0 14 4 4 6
115 92 149 1 10 26 28 11 0 18 6 5 7
116 9 149 1 9 20 15 6 0 12 3 3 6
117 135 149 1 9 20 18 7 0 13 3 4 6
118 24 149 1 12 16 25 10 0 15 5 5 5
119 144 149 1 4 10 11 4 0 7 3 1 3
120 113 149 1 8 26 25 10 0 16 5 5 6
121 133 149 1 6 22 20 8 0 13 4 4 5
122 11 149 1 6 15 18 7 0 11 3 4 4
123 63 149 1 10 33 28 11 0 19 6 5 8
124 143 149 1 5 16 15 6 0 10 3 3 4
125 31 149 1 11 24 23 9 0 15 5 4 6
126 136 149 1 8 17 18 7 0 12 3 4 5
127 88 149 1 13 19 28 11 0 17 6 5 6
128 78 149 1 10 21 28 11 0 16 5 6 5
129 67 149 1 9 25 26 10 0 16 6 4 6
130 47 149 1 12 20 30 12 0 17 6 6 5
131 91 149 1 14 21 28 11 0 17 5 6 6
132 35 149 1 8 13 21 8 0 11 3 5 3
133 121 149 1 10 18 25 10 0 14 5 5 4
134 139 149 1 7 15 20 8 0 12 4 4 4
135 117 149 1 12 24 25 10 0 16 5 5 6
136 126 149 1 10 24 23 9 0 15 4 5 6
137 62 149 1 11 25 30 12 0 18 6 6 6
138 27 149 1 8 16 23 9 0 13 4 5 4
139 134 149 1 6 11 18 7 0 10 4 3 3
140 33 149 1 8 13 23 9 0 12 4 5 3
141 93 149 1 10 21 28 11 0 16 5 6 5
142 85 149 1 9 28 30 12 0 18 6 6 6
143 124 149 1 5 12 19 7 0 10 5 2 3
144 119 149 1 8 16 25 10 0 14 5 5 4
145 37 149 1 4 16 21 8 0 11 5 3 3
146 99 149 1 9 17 30 12 0 16 6 6 4
147 74 149 1 7 21 30 12 0 16 6 6 4
148 148 149 1 0 4 0 0 0 1 0 0 1
2 76 151 1 4 18 30 12 0 16 6 6 4
3 101 151 1 5 14 28 11 0 14 5 6 3
4 38 151 1 5 23 30 12 0 17 6 6 5
5 121 151 1 4 8 23 9 0 11 4 5 2
6 126 151 1 5 13 25 10 0 13 5 5 3
7 108 151 1 9 20 28 11 0 17 6 5 6
8 19 151 1 5 18 25 10 0 14 5 5 4
9 84 151 1 9 17 28 11 0 15 6 5 4
10 136 151 1 4 7 20 8 0 10 4 4 2
11 55 151 1 7 13 26 10 0 13 6 4 3
12 63 151 1 11 19 30 12 0 17 6 6 5
13 93 151 1 10 14 28 11 0 15 5 6 4
14 54 151 1 13 22 30 12 0 19 6 6 7
15 141 151 1 3 12 18 7 0 10 3 4 3
16 85 151 1 6 25 30 12 0 18 6 6 6
17 80 151 1 10 16 28 11 0 16 6 5 5
18 42 151 1 10 24 30 12 0 18 6 6 6
19 8 151 1 0 4 9 3 0 4 0 3 1
20 68 151 1 9 11 26 10 0 13 4 6 3
21 36 151 1 6 15 25 10 0 14 5 5 4
22 103 151 1 8 16 30 12 0 16 6 6 4
23 46 151 1 8 17 26 10 0 14 4 6 4
24 107 151 1 11 23 30 12 0 18 6 6 6
25 145 151 1 3 7 13 5 0 7 2 3 2
26 122 151 1 10 13 25 10 0 14 5 5 4
27 28 151 1 9 18 23 9 0 14 4 5 5
28 27 151 1 6 22 23 9 0 15 4 5 6
29 125 151 1 7 23 25 10 0 16 5 5 6
30 146 151 1 3 11 15 6 0 9 3 3 3
31 39 151 1 12 25 28 11 0 18 6 5 7
32 118 151 1 6 21 25 10 0 15 5 5 5
33 119 151 1 6 16 21 8 0 11 3 5 3
34 40 151 1 11 27 30 12 0 19 6 6 7
35 82 151 1 9 14 26 10 0 14 6 4 4
36 21 151 1 10 20 25 10 0 15 5 5 5
37 49 151 1 7 13 26 10 0 13 6 4 3
38 4 151 1 0 4 6 2 0 3 0 2 1
39 31 151 1 5 9 19 7 0 9 5 2 2
40 34 151 1 9 11 23 9 0 12 4 5 3
41 70 151 1 7 21 30 12 0 17 6 6 5
42 18 151 1 7 9 18 7 0 10 3 4 3
43 144 151 1 3 6 13 5 0 7 3 2 2
44 127 151 1 6 13 21 8 0 11 3 5 3
45 47 151 1 6 18 26 10 0 14 6 4 4
46 23 151 1 8 17 23 9 0 13 4 5 4
47 45 151 1 8 23 28 11 0 17 6 5 6
48 129 151 1 9 19 25 10 0 15 5 5 5
49 37 151 1 6 18 21 8 0 12 5 3 4
50 148 151 1 3 6 10 4 0 6 2 2 2
51 77 151 1 14 16 30 12 0 17 6 6 5
52 61 151 1 14 18 28 11 0 16 5 6 5
53 57 151 1 13 20 28 11 0 17 6 5 6
54 14 151 1 9 18 20 8 0 13 4 4 5
55 11 151 1 6 14 16 6 0 10 4 2 4
56 89 151 1 10 26 28 11 0 18 5 6 7
57 53 151 1 11 25 28 11 0 18 6 5 7
58 138 151 1 8 16 18 7 0 12 3 4 5
59 64 151 1 9 23 30 12 0 19 6 6 7
60 73 151 1 13 20 30 12 0 19 6 6 7
61 52 151 1 5 20 28 11 0 16 5 6 5
62 95 151 1 8 32 30 12 0 20 6 6 8
63 12 151 1 5 17 18 7 0 11 3 4 4
64 663 151 1 9 26 28 11 0 17 5 6 6
65 79 151 1 12 21 30 12 0 17 6 6 5
66 135 151 1 6 15 18 7 0 10 3 4 3
67 142 151 1 1 10 11 4 0 6 3 1 2
68 20 151 1 9 23 25 10 0 16 5 5 6
69 116 151 1 12 21 23 9 0 15 5 4 6
70 41 151 1 9 22 30 12 0 18 6 6 6
